adm0_name,iso3,X,Y,published,source,airline,info,optional1,optional2,optional3,ObjectId
Madeira Islands,PRT,-16.972586,32.736569,,,,,,,,1
Malawi,MWI,33.488462,-13.408199,08.12.2020,https://www.nyasatimes.com/malawian-airliner-cancels-flights/,Malawi Airlines,Malawi Airlines cancels flights.,,,,2
Malaysia,MYS,116.834631,5.452415,23.12.2020,https://www.businesstraveller.com/business-travel/2020/12/22/malaysia-airlines-restructure-expected-by-year-end/,Malaysian Airlines,Malaysia Airlines restructure expected by year-end.,,,,3
Malaysia,MYS,116.834631,5.452415,08.01.2021,https://www.thestar.com.my/business/business-news/2021/01/07/malaysia-airlines-nears-end-of-restructuring-parent-co-says,Malaysian Airlines,"Malaysia Airlines nears end of restructuring, parent co says.",,,,4
Malaysia,MYS,116.834631,5.452415,14.01.2021,https://www.reuters.com/article/airasia-strategy-internet-int/airasias-digital-platform-eyes-more-airline-partnerships-idUSKBN29I0QN,Malaysian Airlines,AirAsia's digital platform eyes more airline partnerships,,,,5
Malaysia,MYS,116.834631,5.452415,18.01.2021,https://www.theedgemarkets.com/article/malaysia-airlines-reinstate-flights-australia-new-zealand-london-year-%E2%80%94-report,Malaysian Airlines,"Malaysia Airlines to reinstate flights to Australia, New Zealand, London this year — report",,,,6
Malaysia,MYS,116.834631,5.452415,19.01.2021,"https://www.theedgemarkets.com/article/malaysia-airlines-reinstate-flights-australia-new-zealand-london-year-%E2%80%94-report#:~:text=%E2%80%9CMalaysia%20Airlines%20is%20boldly%20betting,UK%2C%E2%80%9D%20Executive%20Traveller%20reported.&text=The%20airline%20aims%20to%20achieve%20two%20flights%20a%20day%20from%20December.",Malaysian Airlines,"Malaysia Airlines to reinstate flights to Australia, New Zealand, London this year — report",,,,7
Malaysia,MYS,116.834631,5.452415,22.01.2021,https://www.businesstraveller.com/business-travel/2021/01/22/malaysia-airlines-plans-daily-uk-kuala-lumpur-service-by-july/,Malaysian Airlines,Malaysia Airlines plans daily UK-Kuala Lumpur service by July,,,,8
Malaysia,MYS,116.834631,5.452415,25.01.2021,https://www.nst.com.my/business/2021/01/660231/malaysia-airlines-continues-flying-despite-raging-covid-19-pandemic%C2%A0,Malaysian Airlines,Malaysia Airlines continues flying despite raging Covid-19 pandemic.,,,,9
Malaysia,MYS,116.834631,5.452415,26.01.2021,https://simpleflying.com/air-asia-route-resumption/?utm_source=dlvr.it&utm_medium=twitter,Air Aisia,Air Asia wants to resume most of its routes this year.,,,,10
Malaysia,MYS,116.834631,5.452415,26.01.2021,https://www.nst.com.my/business/2021/01/660231/malaysia-airlines-continues-flying-despite-raging-covid-19-pandemic%C2%A0,Malaysian Airlines,Malaysia Airlines continues flying despite raging Covid-19 pandemic.,,,,11
Maldives,MDV,73.545949,1.92666,01.12.2020,https://avas.mv/en/92362,Silk Air,SilkAir resumes operations between countries ,,,,12
Maldives,MDV,73.545949,1.92666,31.12.2020,https://raajje.mv/92943,Qatar Airways,Qatar Airways increases flights to Maldives ,,,,13
Maldives,MDV,73.545949,1.92666,21.01.2021,https://www.islandchief.com/news/view/52584,SriLankan Airlines,SriLankan Airlines will resume London-Maldives direct flights from 13 February,,,,14
Mali,MLI,-3.527933,17.358919,01.12.2020,https://outline.com/jAUe2K,Sky Mali,Sky Mali eyes international expansion in 1Q21,,,,15
Malta,MLT,14.440213,35.888112,08.12.2020,https://traveltradedaily.com/europe-air/item/7139-air-malta-launched-business-guaranteed-flight-schedule,airmalta,Air Malta launched ‘Business Guaranteed’ flight schedule.,,,,16
Marshall Islands,MHL,168.111299,5.617142,,,,,,,,17
Mayotte,MYT,45.14408,-12.823484,,,,,,,,18
Mexico,MEX,-102.52608,23.944025,01.12.2020,https://mexiconewsdaily.com/news/interjet-cancels-all-its-flights-again//,Interjet,Interjet cancels all its flights again as it has no money for fuel.,,,,19
Mexico,MEX,-102.52608,23.944025,09.12.2020,https://www.reportur.com/mexico/2020/12/07/llega-abril-al-aeropuerto-internacional-toluca-la-nueva-aerolinea-vlu/,VLU,"Mexican startup VLU, with base in Toluca and destinations to Tijuana, Culiacán, Mérida, Villahermosa, Puerto Vallarta, Acapulco, Zihuatanejo, Cancún, Monterrey.",,,,20
Abyei,"SDN, SSD",28.415755,9.786952,,,,,,,,21
Mexico,MEX,-102.52608,23.944025,11.12.2020,https://www.laprensa.com.ni/2020/12/10/economia/2758753-aeromexico-se-suma-a-la-decision-de-united-airlines-de-no-regresar-en-enero-2021,AeroMexico,Aeromexico to follow United in not returning to service Nicaragua in JAN21.,,,,22
Mexico,MEX,-102.52608,23.944025,14.12.2020,https://simpleflying.com/aeromexico-boeing-737-max-flights/,AeroMexico,Aeromexico will resume 737 MAX flights on 21 December,,,,23
Mexico,MEX,-102.52608,23.944025,16.12.2020,https://www.streetinsider.com/Globe+Newswire/AEROMEXICO+INCREASES+FLIGHTS+BETWEEN+MEXICO+CITY+AND+MONTREAL/17722298.html,AeroMexico,Aeromexico increases flights between Mexico City and Montreal.,,,,24
Mexico,MEX,-102.52608,23.944025,20.12.2020,https://airlinegeeks.com/2020/12/20/interjet-cancels-all-flights-through-2020/,Interjet,Interjet cancels all flights for remainder of 2020 because of financial issues,,,,25
Mexico,MEX,-102.52608,23.944025,21.12.2020,https://www.ch-aviation.com/portal/news/98545-mexicos-interjet-ejected-from-iata-bsp-staff-plea-for-help,Interjet,"Mexico’s Interjet ejected from IATA BSP, staff plea for help.",,,,26
Mexico,MEX,-102.52608,23.944025,22.12.2020,https://www.theyucatantimes.com/2020/12/new-merida-havana-flight/,Viva Aerobus ,New Merida – Havana flight.,,,,27
Mexico,MEX,-102.52608,23.944025,07.01.2021,https://airinsight.com/aeromexico-dispute-unions-chapter-11/,AeroMexico,Dispute between Aeromexico and unions potential to jeopardize Chapter 11 status.,,,,28
Mexico,MEX,-102.52608,23.944025,11.01.2021,https://www.reuters.com/article/mexico-interjet/update-1-workers-at-mexicos-interjet-strike-after-weeks-of-flight-cancellations-idUSL1N2JJ2A4,Interjet,Workers at Mexico's Interjet strike after weeks of flight cancellations,,,,29
Mexico,MEX,-102.52608,23.944025,12.01.2021,https://worldairlinenews.com/2021/01/12/aeromexico-requests-termination-of-aspa-and-assa-collective-bargaining-agreements-to-labor-authorities/,AeroMexico,AeroMexico requests termination of ASPA and ASSA collective bargaining agreements to labor authorities.,,,,30
Mexico,MEX,-102.52608,23.944025,14.01.2021,https://centreforaviation.com/news/aeromexico-personnel-to-stage-industrial-action-in-mid-jan-2021-report-1047552,AeroMexico,Aeromexico personnel to stage industrial action in mid-January.,,,,31
Mexico,MEX,-102.52608,23.944025,25.01.2021,https://airlinegeeks.com/2021/01/24/aeromexico-secures-covid-19-testing-partnership-for-u-s-bound-travelers/,AeroMexico,Aeromexico Secures COVID-19 Testing Partnership for U.S.-Bound Travelers,,,,32
Mexico,MEX,-102.52608,23.944025,25.01.2021,https://www.kgns.tv/2021/01/25/aeromar-suspends-route-from-mexico-to-laredo/,Aeromar,"Aeromar suspends flights from Mexico City to Laredo, Texas, until 11 March because of COVID-19",,,,33
Mexico,MEX,-102.52608,23.944025,28.01.2021,https://simpleflying.com/aeromexico-latam-us-route-codeshare/,AeroMexico,Aeromexico Seeks To Codeshare With LATAM On US Routes.,,,,34
Mexico,MEX,-102.52608,23.944025,30.01.2021,https://finance.yahoo.com/news/aeromexico-suspend-flights-canada-trudeau-145355019.html?guccounter=1&guce_referrer=aHR0cHM6Ly9iY2R0cmF2ZWwuaW50ZWxsaWd1aWRlLmNvbS8&guce_referrer_sig=AQAAAMVwNqxYe6SxuKGPlmEL07yN_i6JiGtO-PuwQJHMBinLTnZ5cQK2Fkt5Ei8wJC_bwusY9bEFV-zaQYgwFbLs2hepHXzucgVd4_EyCmR-CVz7eSBfEZWDxteCZXSQUSyFI91CoFZyo79zAfKENlbZ7ID-n-6R2R6wXOYnZnBc1mbr,AeroMexico,"Aeromexico plans to suspend flights to Toronto, Montreal, Vancouver from 8 February to 30 April after Canada halts Mexico, Caribbean services ",,,,35
Micronesia (Federated States of),FSM,158.227402,6.881751,,,,,,,,36
Midway Island,UMI,-177.37823,28.209428,,,,,,,,37
Monaco,MCO,7.431613,43.748919,,,,,,,,38
Montenegro,MNE,19.252232,42.78762,25.12.2020,https://www.exyuaviation.com/2020/12/montenegro-airlines-to-file-for.html,Montenegro Airlines,Montenegro Airlines ceases operations,,,,39
Montenegro,MNE,19.252232,42.78762,28.12.2020,https://simpleflying.com/breaking-montenegro-airlines-to-shut-down/,Montenegro Airlines,Montenegro Airlines To Shut Down,,,,40
Montenegro,MNE,19.252232,42.78762,28.12.2020,https://www.exyuaviation.com/2020/12/montenegro-moves-to-create-new-flag.html?m=1,Montenegro Airlines,Montenegro moves to create new flag carrier.,,,,41
Montenegro,MNE,19.252232,42.78762,04.01.2021,https://www.exyuaviation.com/2021/01/tomontenegro-becomes-new-national.html?m=1,“ToMontenegro” becomes new national carrier.,,,,,42
Montserrat,MSR,-62.189766,16.739531,,,,,,,,43
Morocco,APR,-6.281337,31.841712,03.12.2020,https://www.moroccoworldnews.com/2020/12/327689/royal-air-maroc-offers-passengers-free-international-covid-19-insurance/,Royal Air Maroc,Royal Air Maroc offers passengers free international COVID-19 insurance.,,,,44
Morocco,MAY,-6.281337,31.841712,08.12.2020,"https://www.bladi.net/royal-air-maroc-paris-dakhla,77139.html",Royal Air Maroc,Royal Air Maroc is to offer Paris-Dakhla flights.,,,,45
Morocco,MAY,-6.281337,31.841712,09.12.2020,https://www.moroccoworldnews.com/2020/12/328218/morocco-launches-new-flights-to-europe-from-marrakech-agadir-dakhla/,Royal Air Maroc,"RAM launches new flights to Europe from Marrakech, Agadir, Dakhla.",,,,46
Morocco,MAY,-6.281337,31.841712,10.12.2020,https://ukaviation.news/royal-air-maroc-to-launch-new-flights-to-manchester-heathrow/,Royal Air Maroc,Royal Air Maroc to launch new flights to Manchester & Heathrow.,,,,47
Morocco,APR,-6.281337,31.841712,16.12.2020,https://www.moroccoworldnews.com/2020/12/328928/winter-tourism-morocco-france-pursue-intense-flight-program/,"Air France, Transavia ","Morocco, France Pursue ‘Intense’ Flight Program.",,,,48
Morocco,MAY,-6.281337,31.841712,17.12.2020,https://aaco.org/media-center/news/aaco-members/royal-air-maroc-resumes-service-to-washington-dulles,Royal Air Maroc,RAM resumes flights to Washington Dulles.,,,,49
Morocco,MAY,-6.281337,31.841712,18.12.2020,"https://www.bladi.es/royal-air-maroc-vuelos-argel,8003.html",Royal Air Maroc,Royal Air Maroc to opérate flights from Casablanca to Algiers from 19DEC20 until 28DEC20.,,,,50
Morocco,APR,-6.281337,31.841712,21.12.2020,https://www.moroccoworldnews.com/2020/12/329315/air-arabia-maroc-announces-new-flights-to-guelmim-malaga-rennes/,Air Arabia Maroc,"Air Arabia Maroc announces new flights to Guelmim, Malaga, Rennes",,,,51
Morocco,MAY,-6.281337,31.841712,22.12.2020,https://www.aa.com.tr/en/africa/morocco-suspends-flights-with-uk-over-virus-variant/2083860,Royal Air Maroc,Morocco suspends flights with UK over virus variant,,,,52
Morocco,MAY,-6.281337,31.841712,22.12.2020,https://www.breakingtravelnews.com/news/article/new-flights-to-morocco-to-launch-in-february/,"Royal Air Maroc, Air Arabia Maroc, Ryanair ",New flights to Morocco to launch in February.,,,,53
Morocco,MAY,-6.281337,31.841712,24.12.2020,https://www.traveldailymedia.com/morocco-to-unveil-new-flights-in-february/,Royal Air Maroc,Morocco to unveil new flights in February.,,,,54
Morocco,MAY,-6.281337,31.841712,28.12.2020,https://www.yabiladi.com/articles/details/103578/suspension-vols-arabia-entre-maroc.html,Air Arabia Maroc ,"Suspension of flights between Morocco, Belgium and the Netherlands.",,,,55
Morocco,MAY,-6.281337,31.841712,29.12.2020,https://www.observalgerie.com/la-royal-air-maroc-va-lancer-des-vols-vers-israel-a-partir-de-janvier/2020/,Royal Air Maroc,RAM will start flights between Casablanca to Tel Aviv form 14JAN21.,,,,56
Morocco,MAY,-6.281337,31.841712,05.01.2021,https://www.anna.aero/2021/01/04/royal-air-maroc-has-22-international-african-destinations-this-week/,Royal Air Maroc,Royal Air Maroc has 22 international African destinations this week.,,,,57
Morocco,MAY,-6.281337,31.841712,05.01.2021,https://centreforaviation.com/news/royal-air-maroc-to-commence-casablanca-dubai-service-in-mar-2021-1045971,Royal Air Maroc,Royal Air Maroc to commence Casablanca-Dubai service in Mar-2021,,,,58
Morocco,MAY,-6.281337,31.841712,07.01.2021,https://aviationweek.com/air-transport/airports-routes/royal-air-maroc-revives-dubai-route-plans,Royal Air Maroc,Royal Air Maroc revives Dubai route plans.,,,,59
Morocco,MAY,-6.281337,31.841712,12.01.2021,"https://www.bladi.es/royal-air-maroc-reactivacion-vuelos-madrid,8416.html",Royal Air Maroc,RAM re-activates flights with Madrid.,,,,60
Morocco,MAY,-6.281337,31.841712,13.01.2021,https://centreforaviation.com/news/royal-air-maroc-to-commence-nador-barcelona-service-in-jun-2021-1047256,Royal Air Maroc,Royal Air Maroc to commence Nador-Barcelona service in Jun-2021,,,,61
Morocco,MAY,-6.281337,31.841712,13.01.2021,https://www.infomediaire.net/le-paris-dakhla-de-la-ram-sera-lance-le-12-fevrier-prochain/,Royal Air Maroc,RAM starts Dakhla- Paris flights on 12FEB21,,,,62
Morocco,MAY,-6.281337,31.841712,15.01.2021,https://www.logupdateafrica.com/royal-air-maroc-to-launch-direct-route-between-casablanca-and-dubai-aviation,Royal Air Maroc,Royal Air Maroc to launch direct route between Casablanca and Dubai,,,,63
Mozambique,MOZ,38.182474,-14.279733,30.12.2020,Reliefweb.int,Mozambican Airlines,"Mozambican Airlines cancels several flights to, from Beira, Chimoio, Nampula, Tete, Quelimane on 30 December because of Tropical Storm Chalane",,,,64
Myanmar,MMR,96.517823,21.201016,10.12.2020,https://www.ainonline.com/aviation-news/air-transport/2020-12-09/myanmar-airways-refuses-stagnate-during-pandemic,Myanmar Airways,Myanmar Airways refuses to stagnate during pandemic.,,,,65
Myanmar,MMR,96.517823,21.201016,15.12.2020,https://asia.nikkei.com/Business/Transportation/Myanmar-airline-to-fly-again-domestically-after-3-month-pause2,Myanmar National Airlines ,Myanmar airline to fly again domestically after 3-month pause.,,,,66
Namibia,NAM,17.22161,-22.138825,29.01.2021,https://www.namibian.com.na/98432/read/Air-Namibias-future-in-doubt,Air Namibia,Air Namibia's future in doubt,,,,67
Nauru,NRU,166.934165,-0.5285,14.01.2021,https://www.ch-aviation.com/portal/news/99426-nauru-airlines-targets-b737ngs-for-fleet-renewal?utm_source=dlvr.it&utm_medium=twitter,Nauru Airlines,Nauru Airlines targets B737NGs for fleet renewal,,,,68
Navassa Island,UMI,-75.012453,18.401927,,,,,,,,69
Nepal,NPL,83.946789,28.258663,04.12.2020,https://thehimalayantimes.com/business/hong-kong-bans-nac-flights-for-the-fourth-time/,Nepal Airlines,Hong Kong bans Nepal Airlines flights until 18 December after five passengers tested COVID-19 positive ,,,,70
Nepal,NPL,83.946789,28.258663,15.12.2020,https://english.khabarhub.com/2020/13/148616/,Nepal Airlines,"Booking open for Kathmandu-Delhi flights, starting 17DEC20.",,,,71
Nepal,NPL,83.946789,28.258663,19.01.2021,https://airlinergs.com/himalaya-airlines-takes-off-to-lhasa-for-test-flight/,Himalaya Airlines,Himalaya Airlines takes-off to Lhasa for test flight.,,,,72
Netherlands,NLD,5.331481,51.867289,10.12.2020,https://www.reuters.com/article/uk-air-france-klm-netherlands-greenpeace/dutch-court-sees-no-need-to-block-state-aid-for-airline-klm-idUKKBN28J15L,KLM,Dutch court sees no need to block state aid for airline KLM.,,,,73
Netherlands,NLD,5.331481,51.867289,11.12.2020,https://www.scmp.com/news/hong-kong/transport/article/3113453/hong-kong-fourth-wave-tougher-new-formula-lowers-bar-covid,KLM,"Hong Kong fourth wave: airlines face tougher new Covid-19 ban, with KLM the first to be sidelined.",,,,74
Netherlands,NLD,5.331481,51.867289,14.12.2020,https://www.sapeople.com/2020/12/11/klm-reduces-flights-between-south-africa-and-amsterdam/,KLM,KLM Reduces flights between South Africa and Amsterdam.,,,,75
Netherlands,NLD,5.331481,51.867289,16.12.2020,https://www.caribjournal.com/2020/12/16/aruba-curacao-winair-flights/,Winair ,"Winair Resuming Aruba, Curaçao Flights",,,,76
Netherlands,NLD,5.331481,51.867289,21.12.2020,https://www.aviation24.be/airlines/wizz-air/wizz-air-starts-new-route-from-eindhoven-the-netherlands-to-rzeszow-poland/,Wizz Air,"Wizz Air starts new route from Eindhoven, The Netherlands, to Rzeszów, Poland.",,,,77
Netherlands,NLD,5.331481,51.867289,22.12.2020,https://www.edp24.co.uk/news/business/km-cancels-norwich-amsterdam-fights-6861350,KLM,KLM cancels flights out of Norwich Airport amid Dutch travel ban,,,,78
Netherlands,NLD,5.331481,51.867289,04.01.2021,https://www.ttnworldwide.com/Article/314613/Etihad-launches-first-aircraft-carbon-offset-programme,KLM,KLM adds Riyadh as a new destination.,,,,79
Netherlands,NLD,5.331481,51.867289,05.01.2021,https://www.aviation24.be/airports/amsterdam-schiphol-ams/amsterdam-airport-schiphol-saw-20-9-million-passengers-last-year-71-less-than-in-2019/?utm_source=rss&utm_medium=rss&utm_campaign=amsterdam-airport-schiphol-saw-20-9-million-passengers-last-year-71-less-than-in-2019,KLM,"Amsterdam airport saw 20.9 million passengers last year, 71% fewer than in 2019.",,,,80
Netherlands,NLD,5.331481,51.867289,15.01.2021,https://www.corkbeo.ie/news/local-news/klm-cancels-flights-amsterdam-cork-19634545,KLM,"KLM cancels its flights to Cork until 23 January because of 'operational and crew issues'; negative COVID-19 test, quarantine required for entering Ireland",,,,81
Netherlands,NLD,5.331481,51.867289,20.01.2021,"https://leaderpost.com/pmn/business-pmn/dutch-klm-halts-long-haul-flights-due-to-new-covid-19-rule#:~:text=AMSTERDAM%20%E2%80%94%20KLM%2C%20the%20Dutch%20subsidiary,spokeswoman%20for%20the%20airline%20said.",KLM,Dutch KLM halts long-haul flights due to new COVID-19 rule.,,,,82
Netherlands,NLD,5.331481,51.867289,22.01.2021,https://www.bloomberg.com/news/articles/2021-01-21/klm-to-cut-as-many-as-1-000-jobs-as-travel-recovery-hopes-fade,KLM,KLM to cut as many as 1000 Jobs as travel recovery hopes fade.,,,,83
Netherlands,NLD,5.331481,51.867289,23.01.2021,https://uk.sports.yahoo.com/news/airline-aviation-industry-klm-coronavirus-halting-flights-uk-more-deadly-strain-boris-johnson-123711324.html?guccounter=1&guce_referrer=aHR0cHM6Ly9iY2R0cmF2ZWwuaW50ZWxsaWd1aWRlLmNvbS8&guce_referrer_sig=AQAAAAAFjG_lTB56ewPdPrh9VoA048t8G30PTeU6NfF95nA_bJRxCYhV9GeEeAF3Xk4p07xvbkAssX1T1OTNoSoWfD4CaApbkDfpo8Q9q3BtgnpaADLE9yaROrSi3EIlILrqkmv5ijWdeIw57bY0fr8n5YlQdX9QBBrWdBa63Xp0Bmdc,KLM,KLM stops UK flights as Britain battles more ‘deadly’ COVID-19 strain,,,,84
Netherlands,NLD,5.331481,51.867289,24.01.2021,https://reut.rs/3ogc5jE,KLM,KLM will continue operating long-haul flights after government softens its COVID-19 requirements for air crews,,,,85
Netherlands,NLD,5.331481,51.867289,26.01.2021,https://www.aircargonews.net/airlines/klm-maintains-network-after-reaching-covid-testing-agreement/,KLM,KLM maintains network after reaching Covid testing agreement.,,,,86
Netherlands,NLD,5.331481,51.867289,29.01.2021,http://tradearabia.com/news/TTN_377983.html,KLM,Riyadh Airport marks launch of new flight route to Amsterdam.,,,,87
New Caledonia,NCL,165.514337,-21.410423,28.12.2020,https://worldairlinenews.com/2020/12/29/aircalin-takes-delivery-of-its-first-airbus-a320neo/,Aircalin,Aircalin (New Caledonia) takes delivery of its first Airbus A320neo.,,,,88
New Zealand,NZL,170.475567,-43.987216,18.12.2020,https://www.stuff.co.nz/business/industries/123707454/air-nz-jetstar-and-virgin-australia-set-same-date-for-first-aussie-flights-into-queenstown,Air New Zealand,Airlines set same date for first Aussie flights into Queenstown.,,,,89
New Zealand,NZL,170.475567,-43.987216,15.01.2021,https://www.stuff.co.nz/travel/news/300205689/air-new-zealand-passenger-numbers-dropped-by-more-than-50-per-cent-in-2020,Air New Zealand,Air NZ passenger numbers dropped by more than 50% in 2020.,,,,90
New Zealand,NZL,170.475567,-43.987216,20.01.2021,https://www.webwire.com/ViewPressRel.asp?aId=269128,Air New Zealand,Air New Zealand is teaming up with the Institute of Environmental Science and Research (ESR) to look at the effectiveness of saliva testing in detecting COVID-19.,,,,91
New Zealand,NZL,170.475567,-43.987216,21.01.2021,https://simpleflying.com/air-new-zealand-network-july/,Air New Zealand,Air NZ outlines network plan until July,,,,92
New Zealand,NZL,170.475567,-43.987216,24.01.2021,https://www.stuff.co.nz/travel/news/124046105/covid19-all-air-new-zealand-passengers-will-now-have-to-wear-face-masks,Air New Zealand,Covid-19: All Air New Zealand passengers will now have to wear face masks,,,,93
Nicaragua,NIC,-85.038304,12.845729,14.01.2021,https://todaynicaragua.com/nicaraguas-augusto-c-sandino-an-international-airport-with-only-one-airline/,Avianca,The only airline flying into Managua is Colombia’s Avianca.,,,,94
Niger,NER,9.403063,17.423744,,,,,,,,95
Nigeria,NGA,8.111462,9.619246,14.12.2020,https://www.ch-aviation.com/portal/news/98350-nigerias-arik-air-resumes-flights-after-truce-with-unions,Arik Air,Nigeria's Arik Air resumes flights after truce with unions.,,,,96
Nigeria,NGA,8.111462,9.619246,18.12.2020,https://guardian.ng/business-services/local-airline-reopens-lagos-joburg-route-deepens-bilateral-ties/,Air Peace,"Local airline reopens Lagos-Jo’burg route, deepens bilateral ties.",,,,97
Nigeria,NGA,8.111462,9.619246,28.12.2020,https://www.thisdaylive.com/index.php/2020/12/27/air-peaces-ambitious-fleet-expansion/,Air Peace,Air Peace’s Ambitious Fleet Expansion,,,,98
Nigeria,NGA,8.111462,9.619246,05.01.2021,https://simpleflying.com/azman-air-airbus-a340-dubai/,Azman Air,Azman Air Seeks A Second Airbus A340 To Launch Dubai Flights,,,,99
Nigeria,NGA,8.111462,9.619246,11.01.2021,https://www.ch-aviation.com/portal/news/99003-nigerias-azman-air-to-add-b737ngs-more-a340s,Azman Air,"Nigeria's Azman Air to add B737NGs, more A340s",,,,100
Nigeria,NGA,8.111462,9.619246,20.01.2021,https://tribuneonlineng.com/air-peace-resumes-dubai-flights-february-5/,Air Peace,Air Peace will resume flights between Lagos and Dubai on 5 February,,,,101
Ireland,IRL,-7.121425,53.252771,17.12.2020,https://www.economist.com/business/2020/12/16/the-parable-of-ryanair,Ryanair,The parable of Ryanair.,,,,102
Ireland,IRL,-7.121425,53.252771,23.12.2020,https://www.reuters.com/article/us-usa-airlines-aer-lingus/u-s-gives-final-ok-for-aer-lingus-to-join-transatlantic-joint-venture-idUSKBN28V2WL,Aer Lingus,U.S. gives final OK for Aer Lingus to join transatlantic joint venture.,,,,103
Ireland,IRL,-7.121425,53.252771,28.12.2020,https://www.travelpulse.com/news/airlines/aer-lingus-joins-american-airlines-in-trans-atlantic-partnership.html,Aer Lingus,Aer Lingus Joins American Airlines in Trans-Atlantic Partnership.,,,,104
Ireland,IRL,-7.121425,53.252771,29.12.2020,https://www.irishtimes.com/business/transport-and-tourism/ryanair-restricts-voting-rights-of-non-eu-shareholders-in-brexit-move-1.4446911?mode=amp,Ryanair,Ryanair restricts voting rights of non-EU shareholders in Brexit move,,,,105
Ireland,IRL,-7.121425,53.252771,04.01.2021,https://www.irishtimes.com/business/transport-and-tourism/aer-lingus-to-start-selling-tickets-for-transatlantic-flights-out-of-uk-1.4449216,Aer Lingus,Aer Lingus to start selling tickets for transatlantic flights out of UK,,,,106
Ireland,IRL,-7.121425,53.252771,06.01.2021,https://www.freepressseries.co.uk/news/national-news/18987025.ryanair-passenger-numbers-dropped-83-december/,Ryanair,Ryanair passenger numbers dropped 83% in December.,,,,107
Ireland,IRL,-7.121425,53.252771,11.01.2021,https://airlinegeeks.com/2021/01/08/ryanair-announce-schedule-cuts-and-further-downgrades-annual-forecast/,Ryanair,Ryanair Announce Schedule Cuts and Further Downgrades Annual Forecast.,,,,108
Ireland,IRL,-7.121425,53.252771,11.01.2021,https://www.independent.co.uk/travel/news-and-advice/ryanair-covid-testing-flight-uk-b1785284.html,Ryanair,"Ryanair boss demands ""test before arrival"".",,,,109
Ireland,IRL,-7.121425,53.252771,13.01.2021,https://www.theguardian.com/travel/2021/jan/13/ryanair-and-virgin-atlantic-rated-the-worst-airlines-at-dealing-with-refunds-in-2020,"Ryanair, Virgin Atlantic",Ryanair and Virgin Atlantic rated the worst airlines at dealing with refunds in 2020,,,,110
Ireland,IRL,-7.121425,53.252771,14.01.2021,https://www.exyuaviation.com/2021/01/ryanair-suspends-ex-yu-operations-until.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+Ex-yuAviationNews+(EX-YU+Aviation+News),Ryanair,Ryanair suspends services to Banja Luka and Podgorica until 28 March because of COVID-19 travel restrictions ,,,,111
Ireland,IRL,-7.121425,53.252771,14.01.2021,https://www.anna.aero/2021/01/13/ryanair-expects-to-operate-1615-routes-this-summer/,Ryanair,"Ryanair expects to operate 1,615 routes this summer.",,,,112
Ireland,IRL,-7.121425,53.252771,15.01.2021,https://www.euroweeklynews.com/2021/01/15/ryanair-officially-grounds-flights-from-belfast-international/,Ryanair,Ryanair cancels its flights between Belfast and London Stansted until end of March following COVID-19 restrictions,,,,113
Ireland,IRL,-7.121425,53.252771,18.01.2021,https://www.corkbeo.ie/news/local-news/klm-cancels-flights-amsterdam-cork-19634545,KLM,"KLM cancels its flights to Cork until 23 January because of 'operational and crew issues'; negative COVID-19 test, quarantine required for entering Ireland",,,,114
Ireland,IRL,-7.121425,53.252771,18.01.2021,Media reports,Ryanair,"Ryanair to suspend all flights to, from Palanga and Vilnius because of COVID-19 travel restrictions",,,,115
Ireland,IRL,-7.121425,53.252771,21.01.2021,https://www.irishexaminer.com/news/arid-40209512.html,Ryanair,Ryanair warns of delayed return to flights from Cork because of runway works from 5 July.,,,,116
Isle of Man,IMN,-4.537589,54.228634,,,,,,,,117
Israel,ISR,34.62278,31.061646,01.12.2020,https://www.reuters.com/article/el-al-arlns-results-int/israels-el-al-airlines-posts-third-quarter-loss-after-borders-closed-to-foreigners-idUSKBN2851BF,El AL,Israel's El Al Airlines considers public bond sale in fight for survival.,,,,118
Israel,ISR,34.62278,31.061646,04.12.2020,https://en.globes.co.il/en/article-el-al-handed-25m-lifeline-struggling-to-find-loan-1001351783,El AL,"El Al handed $25m lifeline, struggling to find loan.",,,,119
Israel,ISR,34.62278,31.061646,04.12.2020,https://www.aviation24.be/airlines/el-al/gulf-air-and-el-al-airlines-sign-collaboration-agreement-in-tel-aviv/,"EL AL, Gulf Air",Gulf Air and El Al airlines sign collaboration agreement in Tel Aviv.,,,,120
Israel,ISR,34.62278,31.061646,04.12.2020,https://en.globes.co.il/en/article-new-foreign-bidder-enters-israir-race-1001351841,Israir,New foreign bidders enter Israir race.,,,,121
Israel,ISR,34.62278,31.061646,17.12.2020,https://worldairlinenews.com/2020/12/17/air-dolomiti-to-add-munich-aarhus-service-in-march/,Air Dolomiti,Air Dolomiti to add Munich – Aarhus service in March,,,,122
Israel,ISR,34.62278,31.061646,22.12.2020,https://www.reuters.com/article/israel-morocco-el-al-arlns-int-idUSKBN28U0OB,El AL,El Al Airlines to operate first Israel-Morocco flight on 22 December.,,,,123
Israel,ISR,34.62278,31.061646,25.01.2021,https://www.aviation24.be/airlines/el-al/israel-bans-all-passenger-flights-to-curb-covid-19-spread/?utm_source=rss&utm_medium=rss&utm_campaign=israel-bans-all-passenger-flights-to-curb-covid-19-spread,El AL,Israel bans all passenger flights to curb Covid-19 spread,,,,124
